
========================================
Calculating gyro offsets
DO NOT MOVE MPU6050...
Done!
X : -2.73
Y : -1.57
Z : 0.81
Program will start after 3 seconds
========================================
0,-17.20
3,-16.83
6,-16.47
9,-16.10
12,-15.76
15,-15.42
18,-15.08
21,-14.75
24,-14.43
34,-14.11
45,-13.80
56,-13.48
68,-13.15
80,-12.82
91,-12.51
102,-12.21
115,-11.92
127,-11.64
140,-11.37
152,-11.10
165,-10.85
177,-10.59
189,-10.35
203,-10.10
215,-9.87
226,-9.64
237,-9.41
249,-9.17
260,-8.94
272,-8.72
283,-8.49
295,-8.29
306,-8.11
317,-7.93
329,-7.74
341,-7.52
352,-7.31
363,-7.08
375,-6.83
386,-6.53
397,-6.07
409,-5.73
421,-5.34
432,-5.05
443,-4.74
454,-4.42
466,-4.17
478,-3.94
489,-3.72
501,-3.48
512,-3.24
523,-2.94
535,-2.61
547,-2.21
558,-1.83
569,-1.40
580,-1.02
592,-0.64
604,-0.28
615,0.07
626,0.40
636,0.68
646,0.94
656,1.16
667,1.41
678,1.63
688,1.81
698,1.95
708,2.09
719,2.18
729,2.27
740,2.28
750,2.25
761,2.23
771,2.23
781,2.22
791,2.26
803,2.26
813,2.25
823,2.35
833,2.40
844,2.44
854,2.39
864,2.32
875,2.23
886,2.14
896,2.08
906,2.03
916,2.00
927,2.02
938,2.04
948,2.02
958,1.96
969,1.90
979,1.86
989,1.84
1000,1.84
1012,1.88
1023,1.90
1034,1.90
1045,1.87
1057,1.83
1069,1.82
1080,1.83
1091,1.81
1103,1.76
1114,1.73
1125,1.70
1138,1.68
1149,1.70
1160,1.72
1171,1.71
1183,1.70
1194,1.71
1206,1.69
1217,1.62
1229,1.49
1240,1.28
1251,1.10
1262,0.88
1275,0.74
1286,0.60
1297,0.42
1309,0.26
1320,0.12
1331,-0.02
1344,-0.18
1357,-0.41
1369,-0.62
1381,-0.76
1394,-0.88
1407,-0.97
1419,-1.05
1431,-1.07
1444,-1.10
1456,-1.12
1469,-1.17
1482,-1.21
1494,-1.25
1506,-1.26
1518,-1.27
1531,-1.31
1544,-1.35
1556,-1.43
1569,-1.45
1581,-1.41
1593,-1.37
1606,-1.32
1619,-1.32
1631,-1.31
1643,-1.30
1656,-1.26
1669,-1.20
1681,-1.14
1694,-1.07
1706,-1.00
1718,-0.93
1730,-0.87
1744,-0.84
1756,-0.82
1768,-0.80
1781,-0.82
1793,-0.84
1806,-0.81
1818,-0.75
1831,-0.68
1843,-0.59
1855,-0.48
1869,-0.36
1881,-0.20
1893,-0.08
1906,-0.05
1918,-0.09
1930,-0.11
1943,-0.10
1956,-0.05
1968,0.05
1979,0.15
1990,0.25
2003,0.33
2014,0.39
2025,0.45
2037,0.49
2048,0.52
2059,0.60
2071,0.68
2083,0.79
2094,0.91
2105,1.02
2116,1.11
