
========================================
Calculating gyro offsets
DO NOT MOVE MPU6050...
Done!
X : -2.49
Y : -1.07
Z : 0.99
Program will start after 3 seconds
========================================
0,11.64
3,11.40
6,11.16
9,10.92
12,10.70
15,10.48
19,10.26
22,10.06
25,9.86
29,9.66
33,9.46
42,9.28
52,9.09
61,8.89
71,8.68
80,8.49
89,8.29
98,8.11
107,7.94
119,7.78
129,7.63
139,7.47
149,7.32
160,7.16
170,7.00
181,6.84
191,6.68
202,6.54
212,6.39
222,6.25
232,6.12
243,6.00
254,5.88
264,5.74
274,5.59
285,5.42
295,5.25
305,5.10
316,4.93
327,4.75
337,4.52
347,4.36
357,4.13
367,3.75
379,3.46
389,3.15
399,2.88
409,2.68
420,2.49
430,2.34
440,2.20
451,2.11
462,2.08
472,2.01
482,1.97
492,1.92
503,1.86
514,1.75
524,1.61
534,1.49
545,1.37
555,1.27
565,1.26
575,1.25
587,1.25
597,1.26
607,1.20
617,1.11
628,0.98
638,0.83
649,0.68
659,0.52
670,0.24
680,0.09
690,-0.03
701,-0.19
714,-0.41
725,-0.71
736,-1.06
747,-1.35
759,-1.72
770,-2.04
782,-2.42
793,-2.82
805,-3.18
816,-3.46
827,-3.72
839,-4.02
851,-4.31
862,-4.60
873,-4.83
885,-5.09
896,-5.34
907,-5.56
919,-5.76
931,-5.94
942,-6.31
953,-6.57
964,-6.76
977,-6.70
988,-6.79
999,-6.93
1011,-7.12
1023,-7.34
1035,-7.53
1048,-7.74
1061,-7.88
1073,-8.09
1085,-8.05
1098,-8.03
1111,-8.02
1123,-8.01
1135,-8.05
1148,-8.11
1160,-8.15
1172,-8.17
1186,-8.13
1198,-8.02
1210,-7.95
1223,-7.95
1235,-7.95
1248,-7.86
1260,-7.81
1273,-7.85
1285,-7.83
1297,-7.79
1311,-7.65
1323,-7.48
1335,-7.21
1347,-6.80
1360,-6.46
1372,-6.26
1385,-6.03
1398,-5.83
1410,-5.66
1422,-5.57
1434,-5.43
1448,-5.27
1460,-5.03
1472,-4.69
1485,-4.12
1497,-3.57
1510,-3.15
1523,-2.82
1535,-2.61
1547,-2.41
1559,-2.26
1572,-2.07
1585,-1.93
1597,-1.83
1610,-1.76
1622,-1.72
1634,-1.67
1647,-1.57
1660,-1.42
1672,-1.37
1684,-1.35
1697,-1.37
1710,-1.37
1722,-1.33
1735,-1.24
1747,-1.16
1759,-1.09
1771,-1.03
1785,-0.94
1797,-0.84
1809,-0.74
1822,-0.57
1834,-0.37
1847,-0.16
1859,0.06
1871,0.25
1882,0.37
1893,0.44
1905,0.47
1917,0.48
1928,0.53
1939,0.59
1951,0.66
1962,0.73
1973,0.78
1985,0.80
1997,0.87
2008,0.89
2019,0.89
2030,0.90
2043,0.89
2054,0.91
2065,0.92
2077,0.94
2088,0.96
2099,0.98
2111,1.01
2123,1.04
2134,1.08
2145,1.12
2156,1.16
2168,1.22
2180,1.26
2191,1.28
2202,1.26
2214,1.20
2225,1.14
2236,1.07
2249,1.00
2260,0.95
2271,0.90
2282,0.83
2294,0.72
2305,0.64
2317,0.58
2328,0.55
2340,0.52
2351,0.48
2362,0.40
2375,0.29
2386,0.17
2397,0.06
2408,-0.07
2421,-0.22
2433,-0.36
2446,-0.55
2458,-0.73
2471,-0.89
2483,-1.02
2495,-1.07
2509,-1.16
2521,-1.23
2533,-1.36
2546,-1.50
2558,-1.61
2570,-1.76
2583,-1.86
2596,-1.93
2608,-1.96
2620,-2.01
2633,-2.08
2646,-2.13
2658,-2.21
2670,-2.27
2683,-2.34
2695,-2.45
2708,-2.64
2721,-2.83
2733,-2.95
2745,-3.03
2757,-3.18
2770,-3.32
2783,-3.46
2795,-3.59
2808,-3.75
2820,-3.89
2832,-4.04
2846,-4.20
2858,-4.35
2870,-4.47
2882,-4.60
2895,-4.71
2908,-4.88
2920,-5.03
2933,-5.17
2945,-5.28
2957,-5.36
2969,-5.41
2983,-5.43
2995,-5.44
3007,-5.45
3020,-5.44
3032,-5.44
3045,-5.44
3058,-5.45
3070,-5.45
3082,-5.48
3094,-5.48
3108,-5.48
3120,-5.46
3132,-5.42
3145,-5.34
3157,-5.19
3169,-4.91
3182,-4.79
3195,-4.81
3207,-4.83
3219,-4.85
3232,-4.83
3245,-4.80
3257,-4.64
3269,-4.26
3282,-3.80
3294,-3.44
3307,-3.35
3320,-3.31
3332,-3.28
3344,-3.19
3357,-3.05
3369,-2.84
3382,-2.58
3394,-2.27
3407,-1.88
3419,-1.55
3431,-1.41
3445,-1.31
3457,-1.27
3469,-1.23
3481,-1.16
3494,-1.06
3507,-0.90
3519,-0.71
3532,-0.42
3544,-0.17
3556,-0.03
3569,0.07
3581,0.14
3592,0.19
3603,0.18
3615,0.19
3626,0.28
3637,0.39
3649,0.50
3661,0.56
3672,0.59
3683,0.57
3694,0.61
3707,0.66
3718,0.76
3729,0.85
3741,0.96
3752,1.03
3763,1.08
3775,1.16
3787,1.27
3798,1.34
3809,1.40
3820,1.48
3832,1.60
3844,1.75
3855,1.92
3866,2.04
3878,2.08
3889,2.11
3900,2.13
3913,2.15
3924,2.18
3935,2.21
3946,2.27
3958,2.38
3969,2.47
3981,2.55
3992,2.58
4004,2.62
4015,2.64
4026,2.66
4039,2.67
4050,2.68
4061,2.67
4072,2.68
4084,2.69
4095,2.69
4107,2.70
4118,2.68
4130,2.68
4141,2.68
4152,2.70
4163,2.72
4176,2.74
4187,2.76
4198,2.76
4210,2.72
4221,2.67
4232,2.60
4244,2.54
4256,2.45
4267,2.37
4278,2.28
4289,2.18
4301,2.07
4313,1.97
4324,1.87
4335,1.77
4347,1.70
4358,1.61
4369,1.54
4382,1.42
4393,1.32
4404,1.20
4415,1.08
4427,0.96
4439,0.84
4450,0.76
4461,0.67
4473,0.57
4484,0.50
4495,0.45
4508,0.40
4519,0.27
4530,0.12
4541,-0.03
4554,-0.23
4566,-0.42
4579,-0.64
4591,-0.88
4604,-1.02
4616,-1.14
4628,-1.21
4642,-1.38
4654,-1.52
4666,-1.72
4679,-1.86
4691,-1.98
4704,-2.07
4716,-2.16
4729,-2.24
4741,-2.31
4753,-2.34
4766,-2.41
4779,-2.46
4791,-2.58
4803,-2.71
4816,-2.79
4828,-2.84
4841,-2.86
4854,-2.90
4866,-2.93
4878,-3.00
4890,-3.11
4904,-3.27
4916,-3.45
4928,-3.63
4941,-3.81
4953,-3.89
4965,-3.91
4979,-3.86
4991,-3.75
5003,-3.63
5015,-3.51
5028,-3.38
5041,-3.32
5053,-3.31
5066,-3.34
5078,-3.41
5090,-3.51
5103,-3.61
5116,-3.68
5128,-3.74
5140,-3.76
5153,-3.70
5165,-3.60
5178,-3.55
5191,-3.51
5203,-3.48
5215,-3.42
5227,-3.34
5241,-3.18
5253,-2.87
5265,-2.45
5278,-2.06
5290,-1.92
5303,-1.87
5315,-1.80
5328,-1.70
5340,-1.59
5352,-1.38
5365,-1.07
5378,-0.78
5390,-0.57
5402,-0.50
5415,-0.47
5427,-0.46
5440,-0.40
5453,-0.34
5465,-0.32
5477,-0.27
5490,-0.20
5503,-0.13
5515,-0.07
5527,-0.02
5540,0.04
5551,0.05
5562,0.05
5575,0.12
5586,0.19
5597,0.36
5608,0.57
5620,0.73
5631,0.88
5643,1.02
5654,1.17
5666,1.32
5677,1.45
5688,1.60
5699,1.72
5712,1.82
5723,1.86
5734,1.93
5746,1.98
5757,2.04
5769,2.06
5780,2.06
5792,2.10
5803,2.18
5814,2.33
5825,2.50
5838,2.66
5849,2.76
5860,2.77
5871,2.79
5883,2.83
5894,2.90
5906,3.02
5918,3.13
5929,3.16
5940,3.15
5951,3.13
5963,3.11
5975,3.10
5986,3.09
5997,3.08
6009,3.06
6020,3.03
6031,3.02
6044,2.98
6055,2.96
6066,2.94
6077,2.93
6089,2.92
6100,2.91
6112,2.91
6123,2.89
6135,2.85
6146,2.79
6157,2.74
6169,2.65
6181,2.60
6192,2.56
6203,2.51
6215,2.46
6226,2.41
6238,2.34
6249,2.26
6261,2.17
6272,2.09
6283,2.01
6294,1.93
6307,1.85
6318,1.76
6329,1.69
6340,1.60
6352,1.49
6363,1.39
6375,1.32
6387,1.22
6398,1.14
6409,1.08
6420,1.06
6432,1.08
6444,1.15
6455,1.25
6466,1.28
6478,1.17
6489,1.01
6501,0.79
6513,0.58
6524,0.45
6535,0.29
6546,0.10
6558,-0.13
6571,-0.31
6583,-0.46
6595,-0.62
6608,-0.81
6620,-0.97
6632,-1.09
6646,-1.15
6658,-1.25
6670,-1.37
6682,-1.49
6695,-1.60
6708,-1.70
6720,-1.80
6733,-1.95
6745,-2.07
6757,-2.18
6771,-2.32
6783,-2.42
6795,-2.55
6807,-2.69
6820,-2.84
